firstAlg,secondAlg,step,firstOut,secondOut,firstGain,secondGain,firstPoints,secondPoints
strategyChecker,random,8,false,true,3,0,11,14
strategyChecker,random,9,true,true,2,2,13,16
strategyChecker,random,10,true,true,2,2,15,18
strategyChecker,random,11,true,true,2,2,17,20
strategyChecker,random,12,true,false,0,3,17,23
strategyChecker,random,13,true,false,0,3,17,26
strategyChecker,random,14,false,true,3,0,20,26
strategyChecker,random,15,true,false,0,3,20,29
strategyChecker,random,16,true,true,2,2,22,31
strategyChecker,random,17,true,true,2,2,24,33
strategyChecker,random,18,true,true,2,2,26,35
strategyChecker,random,19,true,false,0,3,26,38
strategyChecker,random,20,true,false,0,3,26,41
strategyChecker,random,21,false,true,3,0,29,41
strategyChecker,random,22,true,true,2,2,31,43
strategyChecker,random,23,true,false,0,3,31,46
strategyChecker,random,24,true,false,0,3,31,49
strategyChecker,random,25,false,false,1,1,32,50
strategyChecker,random,26,false,false,1,1,33,51
strategyChecker,random,27,false,false,1,1,34,52
strategyChecker,random,28,false,true,3,0,37,52
strategyChecker,random,29,true,false,0,3,37,55
strategyChecker,random,30,true,false,0,3,37,58
strategyChecker,random,31,false,true,3,0,40,58
strategyChecker,random,32,true,false,0,3,40,61
strategyChecker,random,33,true,false,0,3,40,64
strategyChecker,random,34,false,false,1,1,41,65
strategyChecker,random,35,false,false,1,1,42,66
strategyChecker,random,36,false,false,1,1,43,67
strategyChecker,random,37,false,true,3,0,46,67
strategyChecker,random,38,true,false,0,3,46,70
strategyChecker,random,39,true,true,2,2,48,72
strategyChecker,random,40,true,true,2,2,50,74
strategyChecker,random,41,true,false,0,3,50,77
strategyChecker,random,42,true,true,2,2,52,79
strategyChecker,random,43,true,true,2,2,54,81
strategyChecker,random,44,true,true,2,2,56,83
strategyChecker,random,45,true,true,2,2,58,85
strategyChecker,random,46,true,true,2,2,60,87
strategyChecker,random,47,true,true,2,2,62,89
strategyChecker,random,48,true,true,2,2,64,91
strategyChecker,random,49,true,true,2,2,66,93
strategyChecker,random,50,true,false,0,3,66,96
strategyChecker,random,51,true,true,2,2,68,98
strategyChecker,random,52,true,true,2,2,70,100
strategyChecker,random,53,true,false,0,3,70,103
strategyChecker,random,54,true,true,2,2,72,105
strategyChecker,random,55,true,true,2,2,74,107
strategyChecker,random,56,true,false,0,3,74,110
strategyChecker,random,57,true,false,0,3,74,113
strategyChecker,random,58,false,true,3,0,77,113
strategyChecker,random,59,true,true,2,2,79,115
strategyChecker,random,60,true,false,0,3,79,118
strategyChecker,random,61,true,true,2,2,81,120
strategyChecker,random,62,true,false,0,3,81,123
strategyChecker,random,63,true,true,2,2,83,125
strategyChecker,random,64,true,false,0,3,83,128
strategyChecker,random,65,true,false,0,3,83,131
strategyChecker,random,66,false,false,1,1,84,132
strategyChecker,random,67,false,false,1,1,85,133
strategyChecker,random,68,false,true,3,0,88,133
strategyChecker,random,69,true,false,0,3,88,136
strategyChecker,random,70,true,true,2,2,90,138
strategyChecker,random,71,true,false,0,3,90,141
strategyChecker,random,72,true,true,2,2,92,143
strategyChecker,random,73,true,true,2,2,94,145
strategyChecker,random,74,true,false,0,3,94,148
strategyChecker,random,75,true,false,0,3,94,151
strategyChecker,random,76,false,false,1,1,95,152
strategyChecker,random,77,false,true,3,0,98,152
strategyChecker,random,78,true,true,2,2,100,154
strategyChecker,random,79,true,true,2,2,102,156
strategyChecker,random,80,true,true,2,2,104,158
strategyChecker,random,81,true,true,2,2,106,160
strategyChecker,random,82,true,false,0,3,106,163
strategyChecker,random,83,true,true,2,2,108,165
strategyChecker,random,84,true,true,2,2,110,167
strategyChecker,random,85,true,false,0,3,110,170
strategyChecker,random,86,true,false,0,3,110,173
strategyChecker,random,87,false,false,1,1,111,174
strategyChecker,random,88,false,false,1,1,112,175
strategyChecker,random,89,false,true,3,0,115,175
strategyChecker,random,90,true,false,0,3,115,178
strategyChecker,random,91,true,false,0,3,115,181
strategyChecker,random,92,false,false,1,1,116,182
strategyChecker,random,93,false,false,1,1,117,183
strategyChecker,random,94,false,false,1,1,118,184
strategyChecker,random,95,false,false,1,1,119,185
strategyChecker,random,96,false,false,1,1,120,186
strategyChecker,random,97,false,false,1,1,121,187
strategyChecker,random,98,false,true,3,0,124,187
strategyChecker,random,99,true,true,2,2,126,189
strategyChecker,titForTat,0,false,true,3,0,3,0
strategyChecker,titForTat,1,false,false,1,1,4,1
strategyChecker,titForTat,2,true,false,0,3,4,4
strategyChecker,titForTat,3,false,true,3,0,7,4
strategyChecker,titForTat,4,true,false,0,3,7,7
strategyChecker,titForTat,5,true,true,2,2,9,9
strategyChecker,titForTat,6,true,true,2,2,11,11
strategyChecker,titForTat,7,true,true,2,2,13,13
strategyChecker,titForTat,8,true,true,2,2,15,15
strategyChecker,titForTat,9,true,true,2,2,17,17
strategyChecker,titForTat,10,true,true,2,2,19,19
strategyChecker,titForTat,11,true,true,2,2,21,21
strategyChecker,titForTat,12,true,true,2,2,23,23
strategyChecker,titForTat,13,true,true,2,2,25,25
strategyChecker,titForTat,14,true,true,2,2,27,27
strategyChecker,titForTat,15,true,true,2,2,29,29
strategyChecker,titForTat,16,true,true,2,2,31,31
strategyChecker,titForTat,17,true,true,2,2,33,33
strategyChecker,titForTat,18,true,true,2,2,35,35
strategyChecker,titForTat,19,true,true,2,2,37,37
strategyChecker,titForTat,20,true,true,2,2,39,39
strategyChecker,titForTat,21,true,true,2,2,41,41
strategyChecker,titForTat,22,true,true,2,2,43,43
strategyChecker,titForTat,23,true,true,2,2,45,45
strategyChecker,titForTat,24,true,true,2,2,47,47
strategyChecker,titForTat,25,true,true,2,2,49,49
strategyChecker,titForTat,26,true,true,2,2,51,51
strategyChecker,titForTat,27,true,true,2,2,53,53
strategyChecker,titForTat,28,true,true,2,2,55,55
strategyChecker,titForTat,29,true,true,2,2,57,57
strategyChecker,titForTat,30,true,true,2,2,59,59
strategyChecker,titForTat,31,true,true,2,2,61,61
strategyChecker,titForTat,32,true,true,2,2,63,63
strategyChecker,titForTat,33,true,true,2,2,65,65
strategyChecker,titForTat,34,true,true,2,2,67,67
strategyChecker,titForTat,35,true,true,2,2,69,69
strategyChecker,titForTat,36,true,true,2,2,71,71
strategyChecker,titForTat,37,true,true,2,2,73,73
strategyChecker,titForTat,38,true,true,2,2,75,75
strategyChecker,titForTat,39,true,true,2,2,77,77
strategyChecker,titForTat,40,true,true,2,2,79,79
strategyChecker,titForTat,41,true,true,2,2,81,81
strategyChecker,titForTat,42,true,true,2,2,83,83
strategyChecker,titForTat,43,true,true,2,2,85,85
strategyChecker,titForTat,44,true,true,2,2,87,87
strategyChecker,titForTat,45,true,true,2,2,89,89
strategyChecker,titForTat,46,true,true,2,2,91,91
strategyChecker,titForTat,47,true,true,2,2,93,93
strategyChecker,titForTat,48,true,true,2,2,95,95
strategyChecker,titForTat,49,true,true,2,2,97,97
strategyChecker,titForTat,50,true,true,2,2,99,99
strategyChecker,titForTat,51,true,true,2,2,101,101
strategyChecker,titForTat,52,true,true,2,2,103,103
strategyChecker,titForTat,53,true,true,2,2,105,105
strategyChecker,titForTat,54,true,true,2,2,107,107
strategyChecker,titForTat,55,true,true,2,2,109,109
strategyChecker,titForTat,56,true,true,2,2,111,111
strategyChecker,titForTat,57,true,true,2,2,113,113
strategyChecker,titForTat,58,true,true,2,2,115,115
strategyChecker,titForTat,59,true,true,2,2,117,117
strategyChecker,titForTat,60,true,true,2,2,119,119
strategyChecker,titForTat,61,true,true,2,2,121,121
strategyChecker,titForTat,62,true,true,2,2,123,123
strategyChecker,titForTat,63,true,true,2,2,125,125
strategyChecker,titForTat,64,true,true,2,2,127,127
strategyChecker,titForTat,65,true,true,2,2,129,129
strategyChecker,titForTat,66,true,true,2,2,131,131
strategyChecker,titForTat,67,true,true,2,2,133,133
strategyChecker,titForTat,68,true,true,2,2,135,135
strategyChecker,titForTat,69,true,true,2,2,137,137
strategyChecker,titForTat,70,true,true,2,2,139,139
strategyChecker,titForTat,71,true,true,2,2,141,141
strategyChecker,titForTat,72,true,true,2,2,143,143
strategyChecker,titForTat,73,true,true,2,2,145,145
strategyChecker,titForTat,74,true,true,2,2,147,147
strategyChecker,titForTat,75,true,true,2,2,149,149
strategyChecker,titForTat,76,true,true,2,2,151,151
strategyChecker,titForTat,77,true,true,2,2,153,153
strategyChecker,titForTat,78,true,true,2,2,155,155
strategyChecker,titForTat,79,true,true,2,2,157,157
strategyChecker,titForTat,80,true,true,2,2,159,159
strategyChecker,titForTat,81,true,true,2,2,161,161
strategyChecker,titForTat,82,true,true,2,2,163,163
strategyChecker,titForTat,83,true,true,2,2,165,165
strategyChecker,titForTat,84,true,true,2,2,167,167
strategyChecker,titForTat,85,true,true,2,2,169,169
strategyChecker,titForTat,86,true,true,2,2,171,171
strategyChecker,titForTat,87,true,true,2,2,173,173
strategyChecker,titForTat,88,true,true,2,2,175,175
strategyChecker,titForTat,89,true,true,2,2,177,177
strategyChecker,titForTat,90,true,true,2,2,179,179
strategyChecker,titForTat,91,true,true,2,2,181,181
strategyChecker,titForTat,92,true,true,2,2,183,183
strategyChecker,titForTat,93,true,true,2,2,185,185
strategyChecker,titForTat,94,true,true,2,2,187,187
strategyChecker,titForTat,95,true,true,2,2,189,189
strategyChecker,titForTat,96,true,true,2,2,191,191
strategyChecker,titForTat,97,true,true,2,2,193,193
strategyChecker,titForTat,98,true,true,2,2,195,195
strategyChecker,titForTat,99,true,true,2,2,197,197
strategyChecker,alwaysTrue,0,false,true,3,0,3,0
strategyChecker,alwaysTrue,1,false,true,3,0,6,0
strategyChecker,alwaysTrue,2,true,true,2,2,8,2
strategyChecker,alwaysTrue,3,false,true,3,0,11,2
strategyChecker,alwaysTrue,4,true,true,2,2,13,4
strategyChecker,alwaysTrue,5,false,true,3,0,16,4
strategyChecker,alwaysTrue,6,false,true,3,0,19,4
strategyChecker,alwaysTrue,7,false,true,3,0,22,4
strategyChecker,alwaysTrue,8,false,true,3,0,25,4
strategyChecker,alwaysTrue,9,false,true,3,0,28,4
strategyChecker,alwaysTrue,10,false,true,3,0,31,4
strategyChecker,alwaysTrue,11,false,true,3,0,34,4
strategyChecker,alwaysTrue,12,false,true,3,0,37,4
strategyChecker,alwaysTrue,13,false,true,3,0,40,4
strategyChecker,alwaysTrue,14,false,true,3,0,43,4
strategyChecker,alwaysTrue,15,false,true,3,0,46,4
strategyChecker,alwaysTrue,16,false,true,3,0,49,4
strategyChecker,alwaysTrue,17,false,true,3,0,52,4
strategyChecker,alwaysTrue,18,false,true,3,0,55,4
strategyChecker,alwaysTrue,19,false,true,3,0,58,4
strategyChecker,alwaysTrue,20,false,true,3,0,61,4
strategyChecker,alwaysTrue,21,false,true,3,0,64,4
strategyChecker,alwaysTrue,22,false,true,3,0,67,4
strategyChecker,alwaysTrue,23,false,true,3,0,70,4
strategyChecker,alwaysTrue,24,false,true,3,0,73,4
strategyChecker,alwaysTrue,25,false,true,3,0,76,4
strategyChecker,alwaysTrue,26,false,true,3,0,79,4
strategyChecker,alwaysTrue,27,false,true,3,0,82,4
strategyChecker,alwaysTrue,28,false,true,3,0,85,4
strategyChecker,alwaysTrue,29,false,true,3,0,88,4
strategyChecker,alwaysTrue,30,false,true,3,0,91,4
strategyChecker,alwaysTrue,31,false,true,3,0,94,4
strategyChecker,alwaysTrue,32,false,true,3,0,97,4
strategyChecker,alwaysTrue,33,false,true,3,0,100,4
strategyChecker,alwaysTrue,34,false,true,3,0,103,4
strategyChecker,alwaysTrue,35,false,true,3,0,106,4
strategyChecker,alwaysTrue,36,false,true,3,0,109,4
strategyChecker,alwaysTrue,37,false,true,3,0,112,4
strategyChecker,alwaysTrue,38,false,true,3,0,115,4
strategyChecker,alwaysTrue,39,false,true,3,0,118,4
strategyChecker,alwaysTrue,40,false,true,3,0,121,4
strategyChecker,alwaysTrue,41,false,true,3,0,124,4
strategyChecker,alwaysTrue,42,false,true,3,0,127,4
strategyChecker,alwaysTrue,43,false,true,3,0,130,4
strategyChecker,alwaysTrue,44,false,true,3,0,133,4
strategyChecker,alwaysTrue,45,false,true,3,0,136,4
strategyChecker,alwaysTrue,46,false,true,3,0,139,4
strategyChecker,alwaysTrue,47,false,true,3,0,142,4
strategyChecker,alwaysTrue,48,false,true,3,0,145,4
strategyChecker,alwaysTrue,49,false,true,3,0,148,4
strategyChecker,alwaysTrue,50,false,true,3,0,151,4
strategyChecker,alwaysTrue,51,false,true,3,0,154,4
strategyChecker,alwaysTrue,52,false,true,3,0,157,4
strategyChecker,alwaysTrue,53,false,true,3,0,160,4
strategyChecker,alwaysTrue,54,false,true,3,0,163,4
strategyChecker,alwaysTrue,55,false,true,3,0,166,4
strategyChecker,alwaysTrue,56,false,true,3,0,169,4
strategyChecker,alwaysTrue,57,false,true,3,0,172,4
strategyChecker,alwaysTrue,58,false,true,3,0,175,4
strategyChecker,alwaysTrue,59,false,true,3,0,178,4
strategyChecker,alwaysTrue,60,false,true,3,0,181,4
strategyChecker,alwaysTrue,61,false,true,3,0,184,4
strategyChecker,alwaysTrue,62,false,true,3,0,187,4
strategyChecker,alwaysTrue,63,false,true,3,0,190,4
strategyChecker,alwaysTrue,64,false,true,3,0,193,4
strategyChecker,alwaysTrue,65,false,true,3,0,196,4
strategyChecker,alwaysTrue,66,false,true,3,0,199,4
strategyChecker,alwaysTrue,67,false,true,3,0,202,4
strategyChecker,alwaysTrue,68,false,true,3,0,205,4
strategyChecker,alwaysTrue,69,false,true,3,0,208,4
strategyChecker,alwaysTrue,70,false,true,3,0,211,4
strategyChecker,alwaysTrue,71,false,true,3,0,214,4
strategyChecker,alwaysTrue,72,false,true,3,0,217,4
strategyChecker,alwaysTrue,73,false,true,3,0,220,4
strategyChecker,alwaysTrue,74,false,true,3,0,223,4
strategyChecker,alwaysTrue,75,false,true,3,0,226,4
strategyChecker,alwaysTrue,76,false,true,3,0,229,4
strategyChecker,alwaysTrue,77,false,true,3,0,232,4
strategyChecker,alwaysTrue,78,false,true,3,0,235,4
strategyChecker,alwaysTrue,79,false,true,3,0,238,4
strategyChecker,alwaysTrue,80,false,true,3,0,241,4
strategyChecker,alwaysTrue,81,false,true,3,0,244,4
strategyChecker,alwaysTrue,82,false,true,3,0,247,4
strategyChecker,alwaysTrue,83,false,true,3,0,250,4
strategyChecker,alwaysTrue,84,false,true,3,0,253,4
strategyChecker,alwaysTrue,85,false,true,3,0,256,4
strategyChecker,alwaysTrue,86,false,true,3,0,259,4
strategyChecker,alwaysTrue,87,false,true,3,0,262,4
strategyChecker,alwaysTrue,88,false,true,3,0,265,4
strategyChecker,alwaysTrue,89,false,true,3,0,268,4
strategyChecker,alwaysTrue,90,false,true,3,0,271,4
strategyChecker,alwaysTrue,91,false,true,3,0,274,4
strategyChecker,alwaysTrue,92,false,true,3,0,277,4
strategyChecker,alwaysTrue,93,false,true,3,0,280,4
strategyChecker,alwaysTrue,94,false,true,3,0,283,4
strategyChecker,alwaysTrue,95,false,true,3,0,286,4
strategyChecker,alwaysTrue,96,false,true,3,0,289,4
strategyChecker,alwaysTrue,97,false,true,3,0,292,4
strategyChecker,alwaysTrue,98,false,true,3,0,295,4
strategyChecker,alwaysTrue,99,false,true,3,0,298,4
strategyChecker,alwaysFalse,0,false,false,1,1,1,1
strategyChecker,alwaysFalse,1,false,false,1,1,2,2
strategyChecker,alwaysFalse,2,true,false,0,3,2,5
strategyChecker,alwaysFalse,3,false,false,1,1,3,6
strategyChecker,alwaysFalse,4,true,false,0,3,3,9
strategyChecker,alwaysFalse,5,false,false,1,1,4,10
strategyChecker,alwaysFalse,6,false,false,1,1,5,11
strategyChecker,alwaysFalse,7,false,false,1,1,6,12
strategyChecker,alwaysFalse,8,false,false,1,1,7,13
strategyChecker,alwaysFalse,9,false,false,1,1,8,14
strategyChecker,alwaysFalse,10,false,false,1,1,9,15
strategyChecker,alwaysFalse,11,false,false,1,1,10,16
strategyChecker,alwaysFalse,12,false,false,1,1,11,17
strategyChecker,alwaysFalse,13,false,false,1,1,12,18
strategyChecker,alwaysFalse,14,false,false,1,1,13,19
strategyChecker,alwaysFalse,15,false,false,1,1,14,20
strategyChecker,alwaysFalse,16,false,false,1,1,15,21
strategyChecker,alwaysFalse,17,false,false,1,1,16,22
strategyChecker,alwaysFalse,18,false,false,1,1,17,23
strategyChecker,alwaysFalse,19,false,false,1,1,18,24
strategyChecker,alwaysFalse,20,false,false,1,1,19,25
strategyChecker,alwaysFalse,21,false,false,1,1,20,26
strategyChecker,alwaysFalse,22,false,false,1,1,21,27
strategyChecker,alwaysFalse,23,false,false,1,1,22,28
strategyChecker,alwaysFalse,24,false,false,1,1,23,29
strategyChecker,alwaysFalse,25,false,false,1,1,24,30
strategyChecker,alwaysFalse,26,false,false,1,1,25,31
strategyChecker,alwaysFalse,27,false,false,1,1,26,32
strategyChecker,alwaysFalse,28,false,false,1,1,27,33
strategyChecker,alwaysFalse,29,false,false,1,1,28,34
strategyChecker,alwaysFalse,30,false,false,1,1,29,35
strategyChecker,alwaysFalse,31,false,false,1,1,30,36
strategyChecker,alwaysFalse,32,false,false,1,1,31,37
strategyChecker,alwaysFalse,33,false,false,1,1,32,38
strategyChecker,alwaysFalse,34,false,false,1,1,33,39
strategyChecker,alwaysFalse,35,false,false,1,1,34,40
strategyChecker,alwaysFalse,36,false,false,1,1,35,41
strategyChecker,alwaysFalse,37,false,false,1,1,36,42
strategyChecker,alwaysFalse,38,false,false,1,1,37,43
strategyChecker,alwaysFalse,39,false,false,1,1,38,44
strategyChecker,alwaysFalse,40,false,false,1,1,39,45
strategyChecker,alwaysFalse,41,false,false,1,1,40,46
strategyChecker,alwaysFalse,42,false,false,1,1,41,47
strategyChecker,alwaysFalse,43,false,false,1,1,42,48
strategyChecker,alwaysFalse,44,false,false,1,1,43,49
strategyChecker,alwaysFalse,45,false,false,1,1,44,50
strategyChecker,alwaysFalse,46,false,false,1,1,45,51
strategyChecker,alwaysFalse,47,false,false,1,1,46,52
strategyChecker,alwaysFalse,48,false,false,1,1,47,53
strategyChecker,alwaysFalse,49,false,false,1,1,48,54
strategyChecker,alwaysFalse,50,false,false,1,1,49,55
strategyChecker,alwaysFalse,51,false,false,1,1,50,56
strategyChecker,alwaysFalse,52,false,false,1,1,51,57
strategyChecker,alwaysFalse,53,false,false,1,1,52,58
strategyChecker,alwaysFalse,54,false,false,1,1,53,59
strategyChecker,alwaysFalse,55,false,false,1,1,54,60
strategyChecker,alwaysFalse,56,false,false,1,1,55,61
strategyChecker,alwaysFalse,57,false,false,1,1,56,62
strategyChecker,alwaysFalse,58,false,false,1,1,57,63
strategyChecker,alwaysFalse,59,false,false,1,1,58,64
strategyChecker,alwaysFalse,60,false,false,1,1,59,65
strategyChecker,alwaysFalse,61,false,false,1,1,60,66
strategyChecker,alwaysFalse,62,false,false,1,1,61,67
strategyChecker,alwaysFalse,63,false,false,1,1,62,68
strategyChecker,alwaysFalse,64,false,false,1,1,63,69
strategyChecker,alwaysFalse,65,false,false,1,1,64,70
strategyChecker,alwaysFalse,66,false,false,1,1,65,71
strategyChecker,alwaysFalse,67,false,false,1,1,66,72
strategyChecker,alwaysFalse,68,false,false,1,1,67,73
strategyChecker,alwaysFalse,69,false,false,1,1,68,74
strategyChecker,alwaysFalse,70,false,false,1,1,69,75
strategyChecker,alwaysFalse,71,false,false,1,1,70,76
strategyChecker,alwaysFalse,72,false,false,1,1,71,77
strategyChecker,alwaysFalse,73,false,false,1,1,72,78
strategyChecker,alwaysFalse,74,false,false,1,1,73,79
strategyChecker,alwaysFalse,75,false,false,1,1,74,80
strategyChecker,alwaysFalse,76,false,false,1,1,75,81
strategyChecker,alwaysFalse,77,false,false,1,1,76,82
strategyChecker,alwaysFalse,78,false,false,1,1,77,83
strategyChecker,alwaysFalse,79,false,false,1,1,78,84
strategyChecker,alwaysFalse,80,false,false,1,1,79,85
strategyChecker,alwaysFalse,81,false,false,1,1,80,86
strategyChecker,alwaysFalse,82,false,false,1,1,81,87
strategyChecker,alwaysFalse,83,false,false,1,1,82,88
strategyChecker,alwaysFalse,84,false,false,1,1,83,89
strategyChecker,alwaysFalse,85,false,false,1,1,84,90
strategyChecker,alwaysFalse,86,false,false,1,1,85,91
strategyChecker,alwaysFalse,87,false,false,1,1,86,92
strategyChecker,alwaysFalse,88,false,false,1,1,87,93
strategyChecker,alwaysFalse,89,false,false,1,1,88,94
strategyChecker,alwaysFalse,90,false,false,1,1,89,95
strategyChecker,alwaysFalse,91,false,false,1,1,90,96
strategyChecker,alwaysFalse,92,false,false,1,1,91,97
strategyChecker,alwaysFalse,93,false,false,1,1,92,98
strategyChecker,alwaysFalse,94,false,false,1,1,93,99
strategyChecker,alwaysFalse,95,false,false,1,1,94,100
strategyChecker,alwaysFalse,96,false,false,1,1,95,101
strategyChecker,alwaysFalse,97,false,false,1,1,96,102
strategyChecker,alwaysFalse,98,false,false,1,1,97,103
strategyChecker,alwaysFalse,99,false,false,1,1,98,104
strategyChecker,forgivingTitForTat,0,false,true,3,0,3,0
strategyChecker,forgivingTitForTat,1,false,false,1,1,4,1
strategyChecker,forgivingTitForTat,2,true,false,0,3,4,4
strategyChecker,forgivingTitForTat,3,false,true,3,0,7,4
strategyChecker,forgivingTitForTat,4,true,true,2,2,9,6
strategyChecker,forgivingTitForTat,5,true,true,2,2,11,8
strategyChecker,forgivingTitForTat,6,false,true,3,0,14,8
strategyChecker,forgivingTitForTat,7,false,true,3,0,17,8
strategyChecker,forgivingTitForTat,8,false,false,1,1,18,9
strategyChecker,forgivingTitForTat,9,true,false,0,3,18,12
strategyChecker,forgivingTitForTat,10,true,true,2,2,20,14
strategyChecker,forgivingTitForTat,11,false,true,3,0,23,14
strategyChecker,forgivingTitForTat,12,false,true,3,0,26,14
strategyChecker,forgivingTitForTat,13,false,false,1,1,27,15
strategyChecker,forgivingTitForTat,14,true,false,0,3,27,18
strategyChecker,forgivingTitForTat,15,true,true,2,2,29,20
strategyChecker,forgivingTitForTat,16,false,true,3,0,32,20
strategyChecker,forgivingTitForTat,17,false,true,3,0,35,20
strategyChecker,forgivingTitForTat,18,false,false,1,1,36,21
strategyChecker,forgivingTitForTat,19,true,false,0,3,36,24
strategyChecker,forgivingTitForTat,20,true,true,2,2,38,26
strategyChecker,forgivingTitForTat,21,false,true,3,0,41,26
strategyChecker,forgivingTitForTat,22,false,true,3,0,44,26
strategyChecker,forgivingTitForTat,23,false,false,1,1,45,27
strategyChecker,forgivingTitForTat,24,true,false,0,3,45,30
strategyChecker,forgivingTitForTat,25,true,true,2,2,47,32
strategyChecker,forgivingTitForTat,26,false,true,3,0,50,32
strategyChecker,forgivingTitForTat,27,false,true,3,0,53,32
strategyChecker,forgivingTitForTat,28,false,false,1,1,54,33
strategyChecker,forgivingTitForTat,29,true,false,0,3,54,36
strategyChecker,forgivingTitForTat,30,true,true,2,2,56,38
strategyChecker,forgivingTitForTat,31,false,true,3,0,59,38
strategyChecker,forgivingTitForTat,32,false,true,3,0,62,38
strategyChecker,forgivingTitForTat,33,false,false,1,1,63,39
strategyChecker,forgivingTitForTat,34,true,false,0,3,63,42
strategyChecker,forgivingTitForTat,35,true,true,2,2,65,44
strategyChecker,forgivingTitForTat,36,false,true,3,0,68,44
strategyChecker,forgivingTitForTat,37,false,true,3,0,71,44
strategyChecker,forgivingTitForTat,38,false,false,1,1,72,45
strategyChecker,forgivingTitForTat,39,true,false,0,3,72,48
strategyChecker,forgivingTitForTat,40,true,true,2,2,74,50
strategyChecker,forgivingTitForTat,41,false,true,3,0,77,50
strategyChecker,forgivingTitForTat,42,false,true,3,0,80,50
strategyChecker,forgivingTitForTat,43,false,false,1,1,81,51
strategyChecker,forgivingTitForTat,44,true,false,0,3,81,54
strategyChecker,forgivingTitForTat,45,true,true,2,2,83,56
strategyChecker,forgivingTitForTat,46,false,true,3,0,86,56
strategyChecker,forgivingTitForTat,47,false,true,3,0,89,56
strategyChecker,forgivingTitForTat,48,false,false,1,1,90,57
strategyChecker,forgivingTitForTat,49,true,false,0,3,90,60
strategyChecker,forgivingTitForTat,50,true,true,2,2,92,62
strategyChecker,forgivingTitForTat,51,false,true,3,0,95,62
strategyChecker,forgivingTitForTat,52,false,true,3,0,98,62
strategyChecker,forgivingTitForTat,53,false,false,1,1,99,63
strategyChecker,forgivingTitForTat,54,true,false,0,3,99,66
strategyChecker,forgivingTitForTat,55,true,true,2,2,101,68
strategyChecker,forgivingTitForTat,56,false,true,3,0,104,68
strategyChecker,forgivingTitForTat,57,false,true,3,0,107,68
strategyChecker,forgivingTitForTat,58,false,false,1,1,108,69
strategyChecker,forgivingTitForTat,59,true,false,0,3,108,72
strategyChecker,forgivingTitForTat,60,true,true,2,2,110,74
strategyChecker,forgivingTitForTat,61,false,true,3,0,113,74
strategyChecker,forgivingTitForTat,62,false,true,3,0,116,74
strategyChecker,forgivingTitForTat,63,false,false,1,1,117,75
strategyChecker,forgivingTitForTat,64,true,false,0,3,117,78
strategyChecker,forgivingTitForTat,65,true,true,2,2,119,80
strategyChecker,forgivingTitForTat,66,false,true,3,0,122,80
strategyChecker,forgivingTitForTat,67,false,true,3,0,125,80
strategyChecker,forgivingTitForTat,68,false,false,1,1,126,81
strategyChecker,forgivingTitForTat,69,true,false,0,3,126,84
strategyChecker,forgivingTitForTat,70,true,true,2,2,128,86
strategyChecker,forgivingTitForTat,71,false,true,3,0,131,86
strategyChecker,forgivingTitForTat,72,false,true,3,0,134,86
strategyChecker,forgivingTitForTat,73,false,false,1,1,135,87
strategyChecker,forgivingTitForTat,74,true,false,0,3,135,90
strategyChecker,forgivingTitForTat,75,true,true,2,2,137,92
strategyChecker,forgivingTitForTat,76,false,true,3,0,140,92
strategyChecker,forgivingTitForTat,77,false,true,3,0,143,92
strategyChecker,forgivingTitForTat,78,false,false,1,1,144,93
strategyChecker,forgivingTitForTat,79,true,false,0,3,144,96
strategyChecker,forgivingTitForTat,80,true,true,2,2,146,98
strategyChecker,forgivingTitForTat,81,false,true,3,0,149,98
strategyChecker,forgivingTitForTat,82,false,true,3,0,152,98
strategyChecker,forgivingTitForTat,83,false,false,1,1,153,99
strategyChecker,forgivingTitForTat,84,true,false,0,3,153,102
strategyChecker,forgivingTitForTat,85,true,true,2,2,155,104
strategyChecker,forgivingTitForTat,86,false,true,3,0,158,104
strategyChecker,forgivingTitForTat,87,false,true,3,0,161,104
strategyChecker,forgivingTitForTat,88,false,false,1,1,162,105
strategyChecker,forgivingTitForTat,89,true,false,0,3,162,108
strategyChecker,forgivingTitForTat,90,true,true,2,2,164,110
strategyChecker,forgivingTitForTat,91,false,true,3,0,167,110
strategyChecker,forgivingTitForTat,92,false,true,3,0,170,110
strategyChecker,forgivingTitForTat,93,false,false,1,1,171,111
strategyChecker,forgivingTitForTat,94,true,false,0,3,171,114
strategyChecker,forgivingTitForTat,95,true,true,2,2,173,116
strategyChecker,forgivingTitForTat,96,false,true,3,0,176,116
strategyChecker,forgivingTitForTat,97,false,true,3,0,179,116
strategyChecker,forgivingTitForTat,98,false,false,1,1,180,117
strategyChecker,forgivingTitForTat,99,true,false,0,3,180,120
strategyChecker,strategyChecker,0,false,false,1,1,1,1
strategyChecker,strategyChecker,1,false,false,1,1,2,2
strategyChecker,strategyChecker,2,true,true,2,2,4,4
strategyChecker,strategyChecker,3,false,false,1,1,5,5
strategyChecker,strategyChecker,4,true,true,2,2,7,7
strategyChecker,strategyChecker,5,true,true,2,2,9,9
strategyChecker,strategyChecker,6,false,false,1,1,10,10
strategyChecker,strategyChecker,7,true,true,2,2,12,12
strategyChecker,strategyChecker,8,false,false,1,1,13,13
strategyChecker,strategyChecker,9,true,true,2,2,15,15
strategyChecker,strategyChecker,10,false,false,1,1,16,16
strategyChecker,strategyChecker,11,true,true,2,2,18,18
